domain,uri,government,live,ssl,enforce_https,non_www,redirect,ip,hostname,ipv6,dnssec,cdn,google_apps,could_provider,server,cms,analytics,javascript,advertising,slash_data,slash_developer,data_dot_json,click_jacking_protection,content_security_policy,xss_protection,secure_cookies,strict_transport_security,agency,last_checked
nrel.gov,https://www.nrel.gov,true,true,true,false,true,,192.174.55.97,"",false,false,false,false,false,,"","",jquery,"",false,false,true,true,false,true,false,false,Department of Energy,2014-07-06 14:16:15 -0400
www.nrelhub.gov,http://nrelhub.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-06 14:16:16 -0400
www.ntrc.gov,http://www.ntrc.gov,true,true,false,false,false,,128.219.176.20,web.ornl.gov,false,false,false,false,false,Apache,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-06 14:16:17 -0400
nuclear.gov,http://www.nuclear.gov,true,true,false,false,true,energy.gov,205.254.131.21,nuclear.gov,,,,,,,,,,,,,,,,,,,Department of Energy,2014-07-06 14:16:39 -0400
orau.gov,https://orau.gov,true,true,true,false,true,orise.orau.gov,198.124.16.9,www.orau.gov,,,,,,,,,,,,,,,,,,,Department of Energy,2014-07-06 14:16:40 -0400
ornl.gov,https://www.ornl.gov,true,true,true,false,true,,128.219.176.9,www.ornl.gov,false,false,false,false,false,Microsoft-IIS/7.5,"","","","",true,true,true,false,false,false,false,false,Department of Energy,2014-07-06 14:16:50 -0400
osti.gov,https://www.osti.gov,true,true,true,false,true,,192.107.175.222,www.osti.gov,false,false,false,false,false,Apache,drupal,google_analytics,jquery,"",true,false,false,false,false,false,false,false,Department of Energy,2014-07-06 14:16:53 -0400
pnl.gov,https://www.pnl.gov,true,true,true,false,true,,192.101.105.158,pnl.gov,true,false,false,false,false,,"",google_analytics,"","",false,false,false,false,false,false,false,false,Department of Energy,2014-07-06 14:16:57 -0400
pnnl.gov,https://www.pnnl.gov,true,true,true,false,true,,192.101.105.198,pnnl.gov,false,false,false,false,false,,"",google_analytics,"","",false,false,false,false,false,false,false,false,Department of Energy,2014-07-06 14:17:01 -0400
www.rl.gov,http://rl.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-06 14:17:02 -0400
www.salmonrecovery.gov,https://www.salmonrecovery.gov,true,true,true,false,false,,170.160.36.16,www.salmonrecovery.gov,false,false,false,false,false,Microsoft-IIS/6.0,sitefinity,google_analytics,jquery,"",false,false,false,false,false,false,false,false,Department of Energy,2014-07-06 14:17:05 -0400
www.sandia.gov,http://sandia.gov,true,false,false,false,false,,132.175.81.4,sahp1305.sandia.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-06 14:17:38 -0400
scidac.gov,http://www.scidac.gov,true,true,false,false,true,,160.91.11.106,web-old.ccs.ornl.gov,false,false,false,false,false,Apache,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-06 14:17:40 -0400
science.gov,https://www.science.gov,true,true,true,false,true,,192.107.175.71,science.gov,false,false,false,false,false,Apache,"","",jquery,"",false,false,false,false,false,false,false,false,Department of Energy,2014-07-06 14:17:41 -0400
scienceaccelerator.gov,http://www.scienceaccelerator.gov,true,true,false,false,true,osti.gov,192.107.175.39,scienceaccelerator.gov.175.107.192.in-addr.arpa,,,,,,,,,,,,,,,,,,,Department of Energy,2014-07-06 14:18:02 -0400
scienceeducation.gov,http://www.scienceeducation.gov,true,true,false,false,true,,192.107.175.47,"",false,false,false,false,false,Apache,drupal,google_analytics,jquery,"",false,false,false,false,false,false,false,false,Department of Energy,2014-07-06 14:18:14 -0400
smartgrid.gov,https://smartgrid.gov,true,true,true,true,true,,54.244.39.44,ec2-54-244-39-44.us-west-2.compute.amazonaws.com,false,false,false,false,false,Apache/2.2.15 (CentOS),drupal,"",jquery,"",false,false,false,false,false,false,,false,Department of Energy,2014-07-06 14:18:20 -0400
sns.gov,http://sns.gov,true,true,false,false,true,,128.219.176.24,sns.gov,false,false,false,false,false,Apache,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-06 14:18:21 -0400
solardecathlon.gov,http://www.solardecathlon.gov,true,true,false,false,true,,209.251.181.163,"",false,false,false,false,false,Apache,"","",jquery,"",false,false,false,false,false,false,false,false,Department of Energy,2014-07-06 14:18:22 -0400
www.srs.gov,http://www.srs.gov,true,true,false,false,false,,192.33.240.62,irmsrv02.srs.gov,false,false,false,false,false,Apache/2.2.22 (Unix) mod_jk/1.2.30,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-06 14:18:23 -0400
swpa.gov,http://swpa.gov,true,true,false,false,true,,209.12.179.71,www.swpa.gov,false,false,false,false,false,Microsoft-IIS/7.5,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-06 14:18:34 -0400
www.unnpp.gov,http://unnpp.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-06 14:18:34 -0400
www.unrpnet.gov,http://unrpnet.gov,true,false,false,false,false,,205.254.148.200,p-web.ahe.doe.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-06 14:19:54 -0400
www.uschinacerc.gov,http://uschinacerc.gov,true,false,false,false,false,,65.162.77.17,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-06 14:21:31 -0400
wapa.gov,http://wapa.gov,true,true,false,false,true,ww2.wapa.gov,192.208.27.6,www.wapa.gov,,,,,,,,,,,,,,,,,,,Department of Energy,2014-07-06 14:21:33 -0400
windpoweringamerica.gov,http://windpoweringamerica.gov,true,true,false,false,true,,192.174.58.155,"",false,false,false,false,false,,"","","","",true,true,true,false,false,false,false,false,Department of Energy,2014-07-06 14:21:35 -0400
ymp.gov,http://ymp.gov,true,true,false,false,true,,199.167.76.13,200exxx.blackmesh.com,false,false,false,false,false,,"","","","",false,false,false,false,false,false,,false,Department of Energy,2014-07-06 14:21:46 -0400
acf.gov,http://www.acf.gov,true,true,false,false,true,acf.hhs.gov,107.23.189.218,ec2-107-23-189-218.compute-1.amazonaws.com,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:21:46 -0400
www.afterschool.gov,http://afterschool.gov,true,false,false,false,false,,158.71.31.30,acf.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:23:07 -0400
agingstats.gov,http://www.agingstats.gov,true,true,false,false,true,,158.74.51.2,ncea.acl.gov,false,false,false,false,false,Microsoft-IIS/8.5,"","","","",false,false,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:23:07 -0400
ahcpr.gov,http://www.ahcpr.gov,true,true,false,false,true,ahrq.gov,162.99.46.13,ahcpr.gov,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:23:10 -0400
ahrq.gov,http://www.ahrq.gov,true,true,false,false,true,,162.99.46.13,ahcpr.gov,false,false,false,false,false,Microsoft-IIS/7.5,"","",jquery,"",true,true,true,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:23:12 -0400
aids.gov,http://aids.gov,true,true,false,false,true,,216.178.232.139,"",false,false,false,false,false,Apache/2.2.14 (Ubuntu),"","facebook_insights, google_analytics","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:23:13 -0400
alzheimers.gov,http://alzheimers.gov,true,true,false,false,true,,72.32.3.54,app1.altosys.com,false,false,false,false,false,Microsoft-IIS/7.0,"",google_analytics,"","",false,false,false,false,false,false,,false,Department of Health and Human Services,2014-07-06 14:23:14 -0400
aoa.gov,http://aoa.gov,true,true,false,false,true,,158.74.51.2,ncea.acl.gov,false,false,false,false,false,Microsoft-IIS/8.5,"","","","",false,false,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:23:15 -0400
www.bam.gov,http://www.bam.gov,true,true,false,false,false,,198.246.102.23,www.bam.gov,false,false,false,false,false,Microsoft-IIS/7.5,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:23:15 -0400
bestbonesforever.gov,http://bestbonesforever.gov,true,true,false,false,true,,158.74.48.251,"",false,false,false,false,false,Microsoft-IIS/7.5,"",google_analytics,"","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:23:16 -0400
bioethics.gov,https://bioethics.gov,true,true,true,false,true,,128.231.160.71,bioethicblog.cit.nih.gov,false,false,false,false,false,Apache/2.2.15 (Red Hat),drupal,google_analytics,jquery,"",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:23:17 -0400
www.biosecurityboard.gov,http://biosecurityboard.gov,true,false,false,false,false,,137.187.172.185,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:24:37 -0400
cancer.gov,http://www.cancer.gov,true,true,false,false,true,,129.43.254.31,"",false,false,false,false,false,Microsoft-IIS/7.5,"","",jquery,"",false,false,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:24:39 -0400
cancernet.gov,http://www.cancernet.gov,true,true,false,false,true,cancer.gov,165.112.1.20,cancernet.gov,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:24:40 -0400
cdc.gov,http://www.cdc.gov,true,true,false,false,true,,198.246.102.49,actagainstaids.org,false,false,false,false,false,Microsoft-IIS/7.5,"","","","",true,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:24:41 -0400
childwelfare.gov,https://www.childwelfare.gov,true,true,true,true,true,,199.223.23.188,esnaps.hudhre.info,false,false,false,false,false,Microsoft-IIS/7.5,"",google_analytics,"","",true,true,true,true,false,false,false,false,Department of Health And Human Services,2014-07-06 14:24:44 -0400
clinicaltrial.gov,http://clinicaltrial.gov,true,true,false,false,true,,165.112.8.96,clinicaltrials-nccs.nlm.nih.gov,false,false,false,false,false,,"","","","",false,false,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:24:45 -0400
clinicaltrials.gov,https://clinicaltrials.gov,true,true,true,false,true,,130.14.81.50,clinicaltrials-lhc.nlm.nih.gov,false,false,false,false,false,,"","","","",false,false,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:24:46 -0400
www.clubdrugs.gov,http://clubdrugs.gov,true,false,false,false,false,www.drugabuse.gov,54.209.185.61,ec2-54-209-185-61.compute-1.amazonaws.com,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:24:47 -0400
cms.gov,https://cms.gov,true,true,true,false,true,,146.123.140.205,developer.cms.gov,false,false,false,false,false,"","","","","",false,false,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:24:49 -0400
collegedrinkingprevention.gov,http://collegedrinkingprevention.gov,true,true,false,false,true,,156.40.75.22,thecoolspot.org,false,false,false,false,false,Microsoft-IIS/6.0,"","","","",false,false,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:24:49 -0400
cuidadodesalud.gov,https://www.cuidadodesalud.gov,true,true,true,true,true,,172.229.182.193,a172-229-182-193.deploy.static.akamaitechnologies.com,false,false,akamai,false,false,Apache,"","","","",false,true,false,true,false,false,,false,Department of Health And Human Services,2014-07-06 14:24:52 -0400
dhhs.gov,http://www.dhhs.gov,true,true,false,false,true,hhs.gov,216.178.232.156,"",,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:24:53 -0400
www.diabetescommittee.gov,http://www.diabetescommittee.gov,true,true,false,false,false,niddk.nih.gov,156.40.75.242,nihmcmsprod2.cit.nih.gov,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:24:55 -0400
docline.gov,https://docline.gov,true,true,true,true,true,,130.14.16.170,docline.gov,false,false,false,false,false,Apache,"","","","",true,true,true,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:24:57 -0400
drugabuse.gov,https://www.drugabuse.gov,true,true,true,false,true,,54.209.185.61,ec2-54-209-185-61.compute-1.amazonaws.com,false,false,false,false,amazon,Apache,drupal,google_analytics,jquery,"",false,true,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:25:03 -0400
www.drugfreeworkplace.gov,http://drugfreeworkplace.gov,true,false,false,false,false,,162.99.3.43,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:25:14 -0400
edison.gov,http://edison.gov,true,true,false,false,true,,165.112.228.215,iedison.gov,false,false,false,false,false,Apache-Coyote/1.1,"","","","",true,true,true,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:25:19 -0400
eldercare.gov,http://eldercare.gov,true,true,false,false,true,www.eldercare.net,158.74.51.2,ncea.acl.gov,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:25:21 -0400
endingthedocumentgame.gov,http://endingthedocumentgame.gov,true,true,false,false,true,,130.14.16.197,endingthedocumentgame.gov,false,false,false,false,false,Apache,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:25:31 -0400
errp.gov,http://errp.gov,true,true,false,false,true,,204.76.173.57,errp.gov,false,false,false,false,false,,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:25:32 -0400
fatherhood.gov,https://www.fatherhood.gov,true,true,true,true,true,,199.223.23.227,"",false,false,false,false,false,Apache,drupal,google_analytics,jquery,"",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:25:36 -0400
www.fda.gov,http://www.fda.gov,true,true,false,false,false,,23.62.96.48,a23-62-96-48.deploy.static.akamaitechnologies.com,false,false,akamai,false,false,Microsoft-IIS/6.0,"",google_analytics,"","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:25:38 -0400
findyouthinfo.gov,http://findyouthinfo.gov,true,true,false,false,true,,38.118.81.189,"",false,false,false,false,false,Apache/2.2.3 (CentOS),drupal,google_analytics,jquery,"",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:25:41 -0400
fitness.gov,http://fitness.gov,true,true,false,false,true,,216.178.232.139,"",false,false,false,false,false,Apache/2.2.14 (Ubuntu),"",google_analytics,jquery,"",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:25:42 -0400
flu.gov,http://www.flu.gov,true,true,false,false,true,,216.178.232.156,"",false,false,false,false,false,Apache,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:25:44 -0400
foodsafety.gov,http://www.foodsafety.gov,true,true,false,false,true,,216.178.232.156,"",false,false,false,false,false,Apache,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:25:47 -0400
www.fruitsandveggiesmatter.gov,http://www.fruitsandveggiesmatter.gov,true,true,false,false,false,cdc.gov,198.246.102.49,actagainstaids.org,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:25:48 -0400
genbank.gov,http://genbank.gov,true,true,false,false,true,ncbi.nlm.nih.gov,130.14.29.110,www.ncbi.nlm.nih.gov,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:25:48 -0400
genome.gov,,,false,,,,,,,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:25:50 -0400
girlshealth.gov,http://girlshealth.gov,true,true,false,false,true,,158.74.48.251,"",false,false,false,false,false,Microsoft-IIS/7.5,"",google_analytics,"","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:25:50 -0400
globalhealth.gov,http://www.globalhealth.gov,true,true,false,false,true,,216.178.232.156,"",false,false,false,false,false,Apache,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:25:51 -0400
grants.gov,http://www.grants.gov,true,true,false,false,true,,174.140.155.26,www.grants.gov,false,false,false,false,false,,"",google_analytics,jquery,"",false,false,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:26:03 -0400
grantsolutions.gov,https://grantsolutions.gov,true,true,true,true,true,,107.23.94.46,ec2-107-23-94-46.compute-1.amazonaws.com,false,false,false,false,amazon,Apache/2.2.15 (Red Hat),"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:26:05 -0400
guideline.gov,http://www.guideline.gov,true,true,false,false,true,,216.30.190.135,"",false,false,false,false,false,Microsoft-IIS/7.5,"","",jquery,"",false,false,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:26:10 -0400
guidelines.gov,http://www.guidelines.gov,true,true,false,false,true,guideline.gov,216.30.190.135,"",,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:26:17 -0400
hcqualitycommission.gov,http://hcqualitycommission.gov,true,true,false,false,true,archive.ahrq.gov,162.99.46.15,"",,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:26:39 -0400
www.health.gov,http://health.gov,true,false,false,false,false,,198.102.218.57,health.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:27:10 -0400
healthcare.gov,https://www.healthcare.gov,true,true,true,true,true,,23.37.2.162,a23-37-2-162.deploy.static.akamaitechnologies.com,false,false,akamai,false,false,Apache,"","","","",false,true,false,true,false,false,,false,Department of Health And Human Services,2014-07-06 14:27:12 -0400
healthdata.gov,https://healthdata.gov,true,true,true,false,true,,23.23.208.177,www.healthdata.gov,false,false,false,false,false,Apache,drupal,google_analytics,jquery,"",true,true,true,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:27:16 -0400
healthfinder.gov,https://healthfinder.gov,true,true,true,false,true,,198.102.218.54,healthfinder.gov,false,false,false,false,false,Microsoft-IIS/6.0,"","","","",false,true,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:27:17 -0400
healthindicators.gov,http://www.healthindicators.gov,true,true,false,false,true,,64.191.212.230,default-64-191-212-230.nsihosting.net,false,false,false,false,false,Microsoft-IIS/8.0,"","",jquery,"",false,true,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:27:29 -0400
healthit.gov,http://healthit.gov,true,true,false,false,true,,204.111.47.56,"",false,false,false,false,false,Apache/2.2.22 (Ubuntu),drupal,google_analytics,jquery,"",false,false,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:27:32 -0400
healthreform.gov,http://healthreform.gov,true,true,false,false,true,,216.178.232.156,"",false,false,false,false,false,Tengine/2.0.3,"","",jquery,"",false,false,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:27:37 -0400
healthypeople.gov,http://healthypeople.gov,true,true,false,false,true,,198.102.218.55,healthypeople.gov,false,false,false,false,false,Microsoft-IIS/6.0,"","","","",true,false,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:27:48 -0400
hearttruth.gov,http://www.hearttruth.gov,true,true,false,false,true,www.nhlbi.nih.gov,205.178.189.131,wf.networksolutions.com,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:27:48 -0400
hhs.gov,http://www.hhs.gov,true,true,false,false,true,,216.178.232.156,"",false,false,false,false,false,Apache,"","","","",true,true,true,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:27:51 -0400
www.hhsoig.gov,http://hhsoig.gov,true,false,false,false,false,,128.231.89.150,dhhsoigweb2.cit.nih.gov,false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:27:52 -0400
www.hhsops.gov,http://hhsops.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:29:02 -0400
hrsa.gov,http://hrsa.gov,true,true,false,false,true,,165.112.137.241,"",false,false,false,false,false,Microsoft-IIS/7.5,"","","","",false,false,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:29:03 -0400
iedison.gov,http://iedison.gov,true,true,false,false,true,,165.112.228.215,iedison.gov,false,false,false,false,false,Apache-Coyote/1.1,"","","","",true,true,true,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:29:07 -0400
ignet.gov,https://www.ignet.gov,true,true,true,false,true,,173.245.100.172,ignet.gov,false,false,false,false,false,Microsoft-IIS/7.5,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:29:11 -0400
ihs.gov,https://www.ihs.gov,true,true,true,false,true,,198.45.0.4,ihs.gov,false,false,false,false,false,Microsoft-IIS/8.5,"",google_analytics,jquery,"",false,false,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:29:16 -0400
insurekidsnow.gov,http://insurekidsnow.gov,true,true,false,false,true,,146.123.141.188,"",false,false,false,false,false,"","","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:29:28 -0400
locatorplus.gov,http://locatorplus.gov,true,true,false,false,true,,130.14.16.150,locatorplus.gov,false,false,false,false,false,,"","",jquery,"",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:29:29 -0400
longtermcare.gov,http://longtermcare.gov,true,true,false,false,true,,12.154.41.81,"",false,false,false,false,false,Apache/2.2.3 (Red Hat),wordpress,google_analytics,"","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:29:32 -0400
medicaid.gov,http://medicaid.gov,true,true,false,false,true,,146.123.141.189,"",true,false,false,false,false,"","",chartbeat,"","",true,true,true,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:29:34 -0400
www.medicalcountermeasures.gov,https://www.medicalcountermeasures.gov,true,true,true,false,false,,72.250.197.78,72-250-197-78.cyrusone.com,false,false,false,false,false,,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:29:45 -0400
medicalreservecorps.gov,https://medicalreservecorps.gov,true,true,true,true,true,,199.223.23.86,"",false,false,false,false,false,Microsoft-IIS/7.5,"","",jquery,"",true,true,true,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:29:49 -0400
medicare.gov,https://medicare.gov,true,true,true,false,true,,146.123.140.204,"",false,false,false,false,false,"","","","","",false,false,false,true,false,false,,false,Department of Health And Human Services,2014-07-06 14:29:51 -0400
medline.gov,http://medline.gov,true,true,false,false,true,ncbi.nlm.nih.gov,130.14.16.4,redirector.nlm.nih.gov,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:29:52 -0400
medlineplus.gov,http://www.medlineplus.gov,true,true,false,false,true,nlm.nih.gov,130.14.16.160,medlineplus.gov,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:29:53 -0400
mentalhealth.gov,http://www.mentalhealth.gov,true,true,false,false,true,,216.178.232.156,"",false,false,false,false,false,Apache,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:29:56 -0400
mesh.gov,http://www.mesh.gov,true,true,false,false,true,www.nlm.nih.gov,130.14.16.4,redirector.nlm.nih.gov,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:29:56 -0400
www.mimedicare.gov,http://mimedicare.gov,true,false,false,false,false,,63.116.220.200,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:30:45 -0400
mymedicare.gov,https://mymedicare.gov,true,true,true,true,true,,63.116.220.200,"",false,false,false,false,false,,"","","","",true,true,true,true,false,false,false,false,Department of Health And Human Services,2014-07-06 14:30:47 -0400
www.nationalchildrensstudy.gov,https://www.nationalchildrensstudy.gov,true,true,true,false,false,,156.40.88.4,downsyndrome.nichd.nih.gov,false,false,false,false,false,Microsoft-IIS/7.5,"","",jquery,"",false,false,false,true,false,false,,false,Department of Health And Human Services,2014-07-06 14:30:48 -0400
www.ncifcrf.gov,http://ncifcrf.gov,true,true,false,false,false,,129.43.105.201,web.ncifcrf.gov,false,false,false,false,false,Microsoft-IIS/7.5,"","","","",false,false,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:30:49 -0400
ngc.gov,http://www.ngc.gov,true,true,false,false,true,guideline.gov,216.30.190.135,"",,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:30:55 -0400
nih.gov,http://nih.gov,true,true,false,false,true,,137.187.25.43,nihprod.cit.nih.gov,false,false,false,false,false,Oracle-iPlanet-Web-Server/7.0,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:30:55 -0400
nihseniorhealth.gov,https://nihseniorhealth.gov,true,true,true,false,true,,130.14.16.190,nihseniorhealth.gov,false,false,false,false,false,Apache,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:30:56 -0400
www.niosh.gov,http://www.niosh.gov,true,true,false,false,false,cdc.gov,198.246.102.49,actagainstaids.org,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:30:58 -0400
nlm.gov,http://www.nlm.gov,true,true,false,false,true,nlm.nih.gov,130.14.16.110,nlm.nih.gov,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:30:59 -0400
nnlm.gov,http://nnlm.gov,true,true,false,false,true,,128.208.164.229,nnlm.hsl.washington.edu,false,false,false,false,false,Apache,"","",jquery,"",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:31:00 -0400
www.omhrc.gov,http://omhrc.gov,true,false,false,false,false,,,"",false,false,false,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:31:01 -0400
organdonor.gov,http://organdonor.gov,true,true,false,false,true,,162.99.248.131,"",false,false,false,false,false,Microsoft-IIS/7.5,"","",jquery,"",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:31:01 -0400
pandemicflu.gov,http://www.pandemicflu.gov,true,true,false,false,true,flu.gov,216.178.232.156,"",,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:31:02 -0400
paperworkreduction.gov,https://www.paperworkreduction.gov,true,true,true,false,true,,54.85.44.130,ec2-54-85-44-130.compute-1.amazonaws.com,false,false,false,false,amazon,Apache,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:31:04 -0400
phe.gov,https://www.phe.gov,true,true,true,false,true,,165.112.126.38,www.phe.cit.nih.gov,false,false,false,false,false,Microsoft-IIS/7.5,"",google_analytics,"","",false,false,true,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:31:07 -0400
psc.gov,http://www.psc.gov,true,true,false,false,true,,158.74.241.218,govzone.psc.gov,false,false,false,false,false,Apache/2.2.24 (Unix),magento,google_analytics,jquery,"",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:31:08 -0400
pubmed.gov,https://pubmed.gov,true,true,true,false,true,misuse.ncbi.nlm.nih.gov,130.14.29.109,pubmedgov-vip.ncbi.nlm.nih.gov,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:31:08 -0400
pubmedcentral.gov,http://pubmedcentral.gov,true,true,false,false,true,pubmedcentral.nih.gov,130.14.29.110,www.ncbi.nlm.nih.gov,,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:31:09 -0400
quic.gov,http://quic.gov,true,true,false,false,true,archive.ahrq.gov,162.99.46.15,"",,,,,,,,,,,,,,,,,,,Department of Health And Human Services,2014-07-06 14:31:31 -0400
www.quick.gov,http://quick.gov,true,false,false,false,false,,23.62.96.48,a23-62-96-48.deploy.static.akamaitechnologies.com,false,false,akamai,false,false,false,"","","","",false,false,false,false,false,false,,false,Department of Health And Human Services,2014-07-06 14:31:31 -0400
recoverymonth.gov,http://recoverymonth.gov,true,true,false,false,true,,96.127.46.6,ec2-96-127-46-6.us-gov-west-1.compute.amazonaws.com,false,false,false,false,Amazon GovCloud,Microsoft-IIS/8.0,"",google_analytics,"","",false,false,false,false,false,false,false,false,Department of Health And Human Services,2014-07-06 14:31:44 -0400
